Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
188.13,TraderOne,Tick,436,506,-70,70,149600,150000,11659,183341,204341,OK
188.44,TraderOne,Tick,446,506,-60,60,149700,150100,11958,186042,204042,OK
188.75,TraderOne,Tick,446,506,-60,60,149700,150100,11958,186042,204042,OK
188.91,TraderOne,Tick,446,506,-60,60,149700,150100,11958,186042,204042,OK
189.22,TraderOne,Tick,446,506,-60,60,149700,150200,11958,186042,204042,OK
189.38,TraderOne,Tick,446,506,-60,60,149700,150200,11958,186042,204042,OK
189.69,TraderOne,Tick,456,506,-50,50,150100,150200,11808,188192,193192,OK
190.0,TraderOne,Tick,466,506,-40,40,150000,150200,12108,191892,199892,OK
190.16,TraderOne,Tick,476,506,-30,40,150000,150300,12408,-1308408,203592,OK
190.47,TraderOne,Tick,476,506,-30,30,150000,150300,12408,193592,202592,OK
190.78,TraderOne,Tick,476,506,-30,30,150000,150300,12408,193592,202592,OK
190.94,TraderOne,Tick,476,506,-30,30,150000,150300,12408,193592,202592,OK
191.41,TraderOne,Tick,486,506,-20,20,149600,150700,12258,201742,207742,OK
191.41,TraderOne,Tick,486,506,-20,20,149600,150700,12258,201742,207742,OK
191.88,TraderOne,Tick,486,506,-20,20,149600,150800,12258,201742,207742,OK
191.88,TraderOne,Tick,486,506,-20,20,149600,150800,12258,201742,207742,OK
192.35,TraderOne,Tick,496,506,-10,20,150200,150700,12108,-1300108,209892,OK
192.66,TraderOne,Tick,506,506,0,0,150200,150700,12408,207592,207592,OK
192.66,TraderOne,Tick,506,506,0,0,150300,150700,12408,207592,207592,OK
192.97,TraderOne,Tick,516,506,10,0,150200,150500,12258,-1296258,205742,OK
193.44,TraderOne,Tick,516,506,10,-10,150200,150500,12258,208742,205742,OK
193.44,TraderOne,Tick,516,506,10,-10,150200,150500,12258,208742,205742,OK
193.6,TraderOne,Tick,516,506,10,-10,150200,150500,12258,208742,205742,OK
194.07,TraderOne,Tick,516,506,10,-10,150200,150500,12258,208742,205742,OK
194.22,TraderOne,Tick,516,506,10,-10,150200,150500,12258,208742,205742,OK
194.53,TraderOne,Tick,516,506,10,-10,150200,150500,12258,208742,205742,OK
194.85,TraderOne,Tick,516,506,10,-10,150200,150500,12258,208742,205742,OK
194.85,TraderOne,Tick,516,506,10,-10,150200,150500,12258,208742,205742,OK
195.16,TraderOne,Tick,516,506,10,-10,150200,150600,12258,208742,205742,OK
195.47,TraderOne,Tick,516,506,10,-10,150200,150600,12258,208742,205742,OK
195.63,TraderOne,Tick,516,506,10,-10,150200,150600,12258,208742,205742,OK
195.94,TraderOne,Tick,516,506,10,-10,150200,150600,12258,208742,205742,OK
196.25,TraderOne,Tick,516,506,10,-10,150200,150600,12258,208742,205742,OK
196.41,TraderOne,Tick,526,506,20,-10,149800,150600,12108,-1291108,208892,OK
197.03,TraderOne,Tick,526,506,20,-20,149800,150100,12108,209892,203892,OK
197.19,TraderOne,Tick,526,506,20,-20,149800,150000,12108,209892,205892,OK
197.35,TraderOne,Tick,526,506,20,-20,149800,150000,12108,209892,205892,OK
197.66,TraderOne,Tick,526,506,20,-20,149800,149800,12108,209892,209892,OK
198.13,TraderOne,Tick,526,506,20,-20,149800,149600,12108,209892,213892,OK
198.28,TraderOne,Tick,526,506,20,-20,149800,149700,12108,209892,211892,OK
198.6,TraderOne,Tick,526,506,20,-20,149800,149500,12108,209892,213892,OK
198.91,TraderOne,Tick,526,506,20,-20,149800,149500,12108,209892,213892,OK
198.91,TraderOne,Tick,526,506,20,-20,149800,149500,12108,209892,213892,OK
199.38,TraderOne,Tick,526,509,17,-17,149600,149500,12198,209502,211202,OK
199.38,TraderOne,Tick,526,509,17,-17,149600,149500,12198,209502,211202,OK
199.85,TraderOne,Tick,526,519,7,-7,149500,149500,12497,207203,207203,OK
199.85,TraderOne,Tick,526,519,7,-7,149500,149500,12497,207203,207203,OK
200.32,TraderOne,Tick,526,519,7,-7,149500,149600,12497,207203,206503,OK
200.63,TraderOne,Tick,526,523,3,-7,149800,149600,12437,806463,208663,OK
200.63,TraderOne,Tick,526,523,3,-3,149800,149600,12437,207263,207863,OK
200.94,TraderOne,Tick,526,523,3,-3,149800,149600,12437,207263,207863,OK
201.1,TraderOne,Tick,526,523,3,-3,149800,149600,12437,207263,207863,OK
201.57,TraderOne,Tick,526,524,2,-2,149900,149800,12422,207378,207578,OK
201.57,TraderOne,Tick,526,524,2,-2,149900,149800,12422,207378,207578,OK
201.88,TraderOne,Tick,526,524,2,-2,149500,150000,12422,207378,206778,OK
202.35,TraderOne,Tick,526,524,2,-2,149500,150200,12422,207378,206778,OK
202.35,TraderOne,Tick,526,524,2,-2,149500,150200,12422,207378,206778,OK
202.66,TraderOne,Tick,526,524,2,-2,149500,150600,12422,207378,206778,OK
202.97,TraderOne,Tick,526,524,2,-2,149500,150600,12422,207378,206778,OK
203.13,TraderOne,Tick,526,524,2,-2,149500,150600,12422,207378,206778,OK
203.44,TraderOne,Tick,536,524,12,-12,150500,150600,12723,207077,205877,OK
203.6,TraderOne,Tick,546,524,22,-22,150500,150600,13024,206776,204576,OK
203.91,TraderOne,Tick,548,524,24,-24,150500,150600,13084,206716,204316,OK
204.22,TraderOne,Tick,558,524,34,-34,150500,150600,12934,205866,202466,OK
204.38,TraderOne,Tick,558,524,34,-34,150500,150600,12934,205866,202466,OK
204.69,TraderOne,Tick,558,524,34,-34,150500,150600,12934,205866,202466,OK
205.32,TraderOne,Tick,567,524,43,-34,150200,149700,12799,-1145799,210101,OK
205.63,TraderOne,Tick,567,524,43,-43,150400,149700,12799,200601,209201,OK
205.63,TraderOne,Tick,567,524,43,-43,150400,149700,12799,200601,209201,OK
205.94,TraderOne,Tick,567,524,43,-43,150400,149800,12799,200601,213501,OK
206.1,TraderOne,Tick,567,534,33,-43,150300,149800,12649,1702751,214651,OK
206.41,TraderOne,Tick,567,534,33,-33,150300,149800,12649,203751,213651,OK
206.72,TraderOne,Tick,567,534,33,-33,150300,149800,12649,203751,213651,OK
206.88,TraderOne,Tick,567,534,33,-33,150300,149800,12649,203751,213651,OK
207.19,TraderOne,Tick,567,534,33,-33,150300,149800,12649,203751,213651,OK
207.35,TraderOne,Tick,567,534,33,-33,150300,149800,12649,203751,213651,OK
207.66,TraderOne,Tick,567,534,33,-33,150300,149800,12649,203751,213651,OK
207.97,TraderOne,Tick,567,534,33,-33,150300,149800,12649,203751,213651,OK
208.13,TraderOne,Tick,577,534,43,-33,149200,149800,12500,-1290100,195000,OK
208.44,TraderOne,Tick,577,534,43,-43,149200,149800,12500,205900,193000,OK
208.75,TraderOne,Tick,577,534,43,-43,149800,149800,12500,205900,205900,OK
208.91,TraderOne,Tick,577,534,43,-43,149800,149800,12500,205900,205900,OK
209.22,TraderOne,Tick,577,534,43,-43,149800,149800,12500,205900,205900,OK
209.38,TraderOne,Tick,577,534,43,-43,149800,149800,12500,205900,205900,OK
209.69,TraderOne,Tick,577,544,33,-43,150300,149800,12350,1705050,216950,OK
210.0,TraderOne,Tick,577,544,33,-33,150300,149800,12350,205050,214950,OK
210.16,TraderOne,Tick,577,544,33,-33,150300,149800,12350,205050,214950,OK
210.32,TraderOne,Tick,577,544,33,-33,150300,149800,12350,205050,214950,OK
210.63,TraderOne,Tick,577,544,33,-33,150300,149800,12350,205050,214950,OK
210.94,TraderOne,Tick,577,554,23,-33,150400,149900,12200,1706200,214100,OK
211.25,TraderOne,Tick,577,563,14,-23,150000,149900,12065,1557335,209635,OK
211.72,TraderOne,Tick,577,563,14,-14,150000,149600,12065,208235,211035,OK
211.72,TraderOne,Tick,577,563,14,-14,150000,149600,12065,208235,211035,OK
212.19,TraderOne,Tick,587,563,24,-14,149100,149700,11916,-1284616,207584,OK
212.19,TraderOne,Tick,587,563,24,-24,149100,149700,11916,209384,204584,OK
212.35,TraderOne,Tick,587,563,24,-24,149100,149700,11916,209384,204584,OK
212.82,TraderOne,Tick,587,573,14,-24,150200,149700,11766,1707534,213334,OK
212.82,TraderOne,Tick,587,573,14,-14,150200,149700,11766,212534,215334,OK
213.28,TraderOne,Tick,587,573,14,-14,150200,149700,11766,212534,215334,OK
213.44,TraderOne,Tick,587,573,14,-14,150200,149300,11766,212534,215334,OK
213.75,TraderOne,Tick,587,573,14,-14,150200,149300,11766,212534,215334,OK
214.07,TraderOne,Tick,587,573,14,-14,150200,149300,11766,212534,215334,OK
214.07,TraderOne,Tick,587,573,14,-14,150200,149300,11766,212534,215334,OK
214.53,TraderOne,Tick,587,573,14,-14,150200,149300,11766,212534,215334,OK
214.85,TraderOne,Tick,587,573,14,-14,150200,149600,11766,212534,215334,OK
214.85,TraderOne,Tick,587,573,14,-14,150200,149600,11766,212534,215334,OK
215.16,TraderOne,Tick,587,573,14,-14,150200,149600,11766,212534,215334,OK
215.47,TraderOne,Tick,587,573,14,-14,150200,149600,11766,212534,215334,OK
215.78,TraderOne,Tick,587,573,14,-14,150200,149600,11766,212534,215334,OK
215.94,TraderOne,Tick,587,573,14,-14,149100,149600,11766,212534,209734,OK
216.25,TraderOne,Tick,587,573,14,-14,149100,149400,11766,212534,209734,OK
216.72,TraderOne,Tick,587,573,14,-14,149100,149700,11766,212534,209734,OK
216.72,TraderOne,Tick,587,573,14,-14,149100,149700,11766,212534,209734,OK
217.03,TraderOne,Tick,597,573,24,-14,149100,150000,11617,-1279317,213483,OK
217.35,TraderOne,Tick,597,573,24,-24,149100,150100,11617,219683,212483,OK
217.5,TraderOne,Tick,597,573,24,-24,149500,150100,11617,219683,212483,OK
217.82,TraderOne,Tick,597,573,24,-24,149500,150100,11617,219683,212483,OK
217.82,TraderOne,Tick,597,573,24,-24,149500,150100,11617,219683,212483,OK
218.13,TraderOne,Tick,607,573,34,-34,149700,149900,11916,222384,215584,OK
218.44,TraderOne,Tick,610,573,37,-37,149700,149900,12006,222894,215494,OK
218.6,TraderOne,Tick,610,573,37,-37,149700,149900,12006,222894,215494,OK
218.91,TraderOne,Tick,610,573,37,-37,149700,149900,12006,222894,215494,OK
219.22,TraderOne,Tick,610,583,27,-37,150500,149900,11856,1725044,234144,OK
219.69,TraderOne,Tick,610,593,17,-27,150400,149900,11706,1727194,233294,OK
219.69,TraderOne,Tick,610,593,17,-17,150400,149900,11706,227194,232294,OK
220.0,TraderOne,Tick,610,603,7,-17,150500,149900,11556,1729344,232444,OK
220.16,TraderOne,Tick,610,603,7,-7,150500,149900,11556,230344,232444,OK
220.32,TraderOne,Tick,610,603,7,-7,150500,149900,11556,230344,232444,OK
220.63,TraderOne,Tick,610,603,7,-7,150500,149900,11556,230344,232444,OK
221.1,TraderOne,Tick,610,613,-3,-7,150500,150000,11406,1730494,229594,OK
221.25,TraderOne,Tick,610,613,-3,3,150500,150000,11406,229494,228594,OK
221.41,TraderOne,Tick,610,613,-3,3,150500,150100,11406,229494,228594,OK
221.72,TraderOne,Tick,610,613,-3,3,150500,150100,11406,229494,228594,OK
222.03,TraderOne,Tick,610,613,-3,3,150500,150100,11406,229494,228594,OK
222.35,TraderOne,Tick,610,613,-3,3,150500,150100,11406,229494,228594,OK
222.35,TraderOne,Tick,610,613,-3,3,150500,150100,11406,229494,228594,OK
222.66,TraderOne,Tick,620,613,7,3,149500,150100,11256,-1267356,231544,OK
222.97,TraderOne,Tick,620,613,7,-7,149500,150000,11256,232644,230544,OK
223.28,TraderOne,Tick,620,613,7,-7,149500,150000,11256,232644,230544,OK
223.6,TraderOne,Tick,620,613,7,-7,149500,150000,11256,232644,230544,OK
223.6,TraderOne,Tick,620,613,7,-7,149500,150000,11256,232644,230544,OK
223.91,TraderOne,Tick,620,623,-3,-7,150300,150000,11106,1735794,234894,OK
224.22,TraderOne,Tick,620,633,-13,13,150400,150000,11407,237493,233593,OK
224.53,TraderOne,Tick,620,639,-19,19,150400,150000,11587,239713,234013,OK
224.69,TraderOne,Tick,620,639,-19,19,150400,149800,11587,239713,234013,OK
225.16,TraderOne,Tick,620,649,-29,29,150100,149400,11887,242413,236613,OK
225.16,TraderOne,Tick,620,649,-29,29,150100,149500,11887,242413,236613,OK
225.47,TraderOne,Tick,620,649,-29,29,150100,149500,11887,242413,236613,OK
225.63,TraderOne,Tick,620,649,-29,29,150100,149500,11887,242413,236613,OK
225.94,TraderOne,Tick,620,649,-29,29,150100,149500,11887,242413,236613,OK
226.1,TraderOne,Tick,620,649,-29,29,149300,149500,11887,242413,248213,OK
226.57,TraderOne,Tick,620,649,-29,29,149300,149500,11887,242413,248213,OK
226.72,TraderOne,Tick,620,659,-39,29,150300,149500,11737,1739563,236763,OK
226.88,TraderOne,Tick,620,659,-39,39,150300,149500,11737,240563,232763,OK
227.35,TraderOne,Tick,620,659,-39,39,150300,149500,11737,240563,232763,OK
227.5,TraderOne,Tick,620,659,-39,39,150300,150200,11737,240563,236663,OK
227.66,TraderOne,Tick,620,659,-39,39,150300,150200,11737,240563,236663,OK
228.13,TraderOne,Tick,620,659,-39,39,150300,150600,11737,240563,252263,OK
228.13,TraderOne,Tick,620,659,-39,39,150300,150600,11737,240563,252263,OK
228.6,TraderOne,Tick,620,659,-39,39,150300,150600,11737,240563,252263,OK
228.75,TraderOne,Tick,620,659,-39,39,150300,150600,11737,240563,252263,OK
229.07,TraderOne,Tick,629,659,-30,34,150500,150600,11827,-361027,244373,OK
229.07,TraderOne,Tick,629,659,-30,30,150500,150600,11827,241773,244773,OK
229.38,TraderOne,Tick,639,659,-20,20,150600,150600,12128,242472,242472,OK
229.69,TraderOne,Tick,649,659,-10,10,150600,150600,12429,243171,243171,OK
230.0,TraderOne,Tick,659,659,0,0,150600,150600,12730,243870,243870,OK
230.16,TraderOne,Tick,669,659,10,0,150600,150600,13031,-1262431,243569,OK
230.78,TraderOne,Tick,679,659,20,-20,150600,150700,13332,245268,243268,OK
230.94,TraderOne,Tick,689,659,30,-30,150600,150700,13633,245967,242967,OK
231.1,TraderOne,Tick,689,659,30,-30,150600,150700,13633,245967,242967,OK
231.41,TraderOne,Tick,689,659,30,-30,150600,150700,13633,245967,242967,OK
231.88,TraderOne,Tick,689,659,30,-30,150600,150700,13633,245967,242967,OK
231.88,TraderOne,Tick,689,659,30,-30,150700,150700,13633,245967,245967,OK
232.19,TraderOne,Tick,689,659,30,-30,150700,150700,13633,245967,245967,OK
232.35,TraderOne,Tick,689,659,30,-30,150700,150700,13633,245967,245967,OK
232.66,TraderOne,Tick,689,659,30,-30,150700,150700,13633,245967,245967,OK
232.97,TraderOne,Tick,689,659,30,-30,150700,150700,13633,245967,245967,OK
233.28,TraderOne,Tick,689,659,30,-30,150700,151100,13633,245967,236967,OK
233.44,TraderOne,Tick,689,659,30,-30,150700,151100,13633,245967,236967,OK
233.75,TraderOne,Tick,689,659,30,-30,150700,151100,13633,245967,236967,OK
233.91,TraderOne,Tick,699,659,40,-30,150700,151100,13934,-1261334,237666,OK
234.38,TraderOne,Tick,709,659,50,-50,150700,151100,14235,251365,236365,OK
234.38,TraderOne,Tick,709,659,50,-50,150700,151200,14235,251365,236365,OK
234.69,TraderOne,Tick,729,659,70,-70,150700,151200,14837,258763,237763,OK
234.85,TraderOne,Tick,739,659,80,-80,150800,151200,15139,262461,238461,OK
235.32,TraderOne,Tick,749,659,90,-90,150900,151500,15441,267159,240159,OK
235.63,TraderOne,Tick,749,659,90,-90,150900,151500,15441,267159,240159,OK
235.94,TraderOne,Tick,749,659,90,-90,151100,151600,15441,267159,240159,OK
235.94,TraderOne,Tick,749,659,90,-90,151100,151600,15441,267159,240159,OK
236.25,TraderOne,Tick,749,659,90,-90,151100,151600,15441,267159,240159,OK
236.41,TraderOne,Tick,749,659,90,-90,151000,151600,15441,267159,240159,OK
236.88,TraderOne,Tick,749,659,90,-90,151200,151600,15441,267159,240159,OK
236.88,TraderOne,Tick,749,659,90,-90,151200,151600,15441,267159,240159,OK
237.19,TraderOne,Tick,749,659,90,-90,151000,151600,15441,267159,240159,OK
237.5,TraderOne,Tick,749,659,90,-90,151000,151700,15441,267159,240159,OK
237.82,TraderOne,Tick,749,659,90,-90,151000,151700,15441,267159,240159,OK
238.13,TraderOne,Tick,749,659,90,-90,151000,151700,15441,267159,240159,OK
238.13,TraderOne,Tick,749,659,90,-90,151000,151700,15441,267159,240159,OK
238.6,TraderOne,Tick,749,659,90,-90,151000,151700,15441,267159,240159,OK
238.6,TraderOne,Tick,749,659,90,-90,151000,151700,15441,267159,240159,OK
238.91,TraderOne,Tick,749,659,90,-90,151000,151700,15441,267159,240159,OK
239.22,TraderOne,Tick,749,659,90,-90,151000,151700,15441,267159,240159,OK
239.53,TraderOne,Tick,749,659,90,-90,151000,151500,15441,267159,240159,OK
239.85,TraderOne,Tick,749,659,90,-90,151300,151500,15441,267159,249159,OK
240.0,TraderOne,Tick,749,659,90,-90,151300,151500,15441,267159,249159,OK
240.16,TraderOne,Tick,749,659,90,-90,151300,151400,15441,267159,258159,OK
240.47,TraderOne,Tick,749,659,90,-90,151300,151400,15441,267159,258159,OK
240.78,TraderOne,Tick,749,659,90,-90,151300,151500,15441,267159,249159,OK
241.1,TraderOne,Tick,749,659,90,-90,151300,151500,15441,267159,249159,OK
241.57,TraderOne,Tick,749,659,90,-90,151300,151500,15441,267159,249159,OK
241.72,TraderOne,Tick,749,659,90,-90,151300,151500,15441,267159,249159,OK
241.88,TraderOne,Tick,749,659,90,-90,150900,151500,15441,267159,240159,OK
242.35,TraderOne,Tick,749,659,90,-90,150800,151300,15441,267159,240159,OK
242.35,TraderOne,Tick,749,659,90,-90,150800,151300,15441,267159,240159,OK
242.66,TraderOne,Tick,749,659,90,-90,150800,151300,15441,267159,240159,OK
242.97,TraderOne,Tick,749,659,90,-90,150800,151300,15441,267159,240159,OK
243.28,TraderOne,Tick,749,659,90,-90,150800,151300,15441,267159,240159,OK
243.44,TraderOne,Tick,749,659,90,-90,150800,151300,15441,267159,240159,OK
243.75,TraderOne,Tick,749,659,90,-90,150800,151300,15441,267159,240159,OK
243.91,TraderOne,Tick,749,659,90,-90,150800,151500,15441,267159,240159,OK
244.38,TraderOne,Tick,749,659,90,-90,150800,151500,15441,267159,240159,OK
244.38,TraderOne,Tick,749,659,90,-90,150800,151500,15441,267159,240159,OK
244.69,TraderOne,Tick,749,659,90,-90,150800,151500,15441,267159,240159,OK
245.16,TraderOne,Tick,749,659,90,-90,150800,151500,15441,267159,240159,OK
245.16,TraderOne,Tick,749,659,90,-90,150800,151500,15441,267159,240159,OK
245.47,TraderOne,Tick,749,659,90,-90,150800,151600,15441,267159,240159,OK
245.78,TraderOne,Tick,749,659,90,-90,151400,151800,15441,267159,240159,OK
246.1,TraderOne,Tick,749,659,90,-90,151400,151800,15441,267159,240159,OK
246.1,TraderOne,Tick,749,659,90,-90,151400,151800,15441,267159,240159,OK
246.41,TraderOne,Tick,749,659,90,-90,151400,151800,15441,267159,240159,OK
246.88,TraderOne,Tick,749,659,90,-90,151400,151800,15441,267159,240159,OK
247.03,TraderOne,Tick,749,659,90,-90,151400,151900,15441,267159,240159,OK
247.35,TraderOne,Tick,749,659,90,-90,151700,152100,15441,267159,240159,OK
247.66,TraderOne,Tick,749,659,90,-90,151400,152100,15441,267159,240159,OK
247.66,TraderOne,Tick,749,659,90,-90,151400,152100,15441,267159,240159,OK
247.97,TraderOne,Tick,749,659,90,-90,151400,152100,15441,267159,240159,OK
248.28,TraderOne,Tick,749,659,90,-90,151500,152100,15441,267159,240159,OK
248.75,TraderOne,Tick,749,659,90,-90,151500,152100,15441,267159,240159,OK
248.91,TraderOne,Tick,749,659,90,-90,151800,152100,15441,267159,240159,OK
249.53,TraderOne,Tick,749,659,90,-90,152000,152700,15441,267159,240159,OK
250.16,TraderOne,Tick,749,659,90,-90,152400,152700,15441,267159,240159,OK
250.16,TraderOne,Tick,749,659,90,-90,152400,152700,15441,267159,240159,OK
250.47,TraderOne,Tick,749,659,90,-90,152600,152700,15441,267159,258159,OK
250.78,TraderOne,Tick,749,659,90,-90,152600,152700,15441,267159,258159,OK
251.25,TraderOne,Tick,749,659,90,-90,152000,152500,15441,267159,240159,OK
251.41,TraderOne,Tick,749,659,90,-90,152000,152600,15441,267159,240159,OK
251.72,TraderOne,Tick,749,659,90,-90,152000,152500,15441,267159,240159,OK
252.03,TraderOne,Tick,749,659,90,-90,152000,152500,15441,267159,240159,OK
252.35,TraderOne,Tick,749,659,90,-90,152000,152500,15441,267159,240159,OK
252.35,TraderOne,Tick,749,659,90,-90,152000,152500,15441,267159,240159,OK
252.66,TraderOne,Tick,749,659,90,-90,152600,152500,15441,267159,276159,OK
252.97,TraderOne,Tick,749,659,90,-90,152600,152500,15441,267159,276159,OK
253.28,TraderOne,Tick,749,659,90,-90,152600,152500,15441,267159,276159,OK
253.44,TraderOne,Tick,749,659,90,-90,152600,152500,15441,267159,276159,OK
253.75,TraderOne,Tick,749,659,90,-90,152600,152500,15441,267159,276159,OK
253.91,TraderOne,Tick,749,659,90,-90,152600,152500,15441,267159,276159,OK
254.22,TraderOne,Tick,749,659,90,-90,152600,152500,15441,267159,276159,OK
254.53,TraderOne,Tick,749,659,90,-90,152200,152500,15441,267159,240159,OK
254.69,TraderOne,Tick,749,659,90,-90,152200,152500,15441,267159,240159,OK
255.0,TraderOne,Tick,749,659,90,-90,152200,152500,15441,267159,240159,OK
255.16,TraderOne,Tick,749,659,90,-90,152200,152500,15441,267159,240159,OK
255.47,TraderOne,Tick,749,659,90,-90,152200,152500,15441,267159,240159,OK
255.63,TraderOne,Tick,749,659,90,-90,152200,152500,15441,267159,240159,OK
255.94,TraderOne,Tick,749,659,90,-90,152200,152200,15441,267159,267159,OK
256.1,TraderOne,Tick,749,659,90,-90,152200,152200,15441,267159,267159,OK
256.57,TraderOne,Tick,749,659,90,-90,152200,152000,15441,267159,285159,OK
256.72,TraderOne,Tick,749,659,90,-90,152200,152000,15441,267159,285159,OK
256.88,TraderOne,Tick,749,659,90,-90,152200,152000,15441,267159,285159,OK
257.19,TraderOne,Tick,749,659,90,-90,151400,152000,15441,267159,240159,OK
257.5,TraderOne,Tick,749,659,90,-90,151400,152000,15441,267159,240159,OK
257.82,TraderOne,Tick,749,659,90,-90,151400,152000,15441,267159,240159,OK
257.97,TraderOne,Tick,749,659,90,-90,151400,152000,15441,267159,240159,OK
258.13,TraderOne,Tick,749,659,90,-90,151700,152000,15441,267159,240159,OK
258.44,TraderOne,Tick,749,659,90,-90,151700,151900,15441,267159,249159,OK
258.75,TraderOne,Tick,749,659,90,-90,151700,151800,15441,267159,258159,OK
258.91,TraderOne,Tick,749,659,90,-90,151700,151700,15441,267159,267159,OK
259.38,TraderOne,Tick,749,659,90,-90,151700,151600,15441,267159,276159,OK
259.38,TraderOne,Tick,749,659,90,-90,151700,151600,15441,267159,276159,OK
259.69,TraderOne,Tick,749,659,90,-90,151700,151600,15441,267159,276159,OK
259.85,TraderOne,Tick,749,659,90,-90,151700,151600,15441,267159,276159,OK
260.16,TraderOne,Tick,749,659,90,-90,151300,151600,15441,267159,240159,OK
260.47,TraderOne,Tick,749,659,90,-90,151300,151600,15441,267159,240159,OK
260.63,TraderOne,Tick,749,659,90,-90,151300,151600,15441,267159,240159,OK
261.1,TraderOne,Tick,749,659,90,-90,151300,151800,15441,267159,240159,OK
261.1,TraderOne,Tick,749,659,90,-90,151300,151800,15441,267159,240159,OK
261.41,TraderOne,Tick,749,659,90,-90,151300,151800,15441,267159,240159,OK
261.72,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
261.88,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
262.19,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
262.35,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
262.66,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
262.97,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
263.28,TraderOne,Tick,749,659,90,-90,152000,152200,15441,267159,249159,OK
263.44,TraderOne,Tick,749,659,90,-90,152000,152200,15441,267159,249159,OK
263.6,TraderOne,Tick,749,659,90,-90,152000,152200,15441,267159,249159,OK
263.91,TraderOne,Tick,749,659,90,-90,152000,152200,15441,267159,249159,OK
264.22,TraderOne,Tick,749,659,90,-90,152000,152200,15441,267159,249159,OK
264.53,TraderOne,Tick,749,659,90,-90,152000,152200,15441,267159,249159,OK
264.85,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
265.0,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
265.16,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
265.63,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
265.63,TraderOne,Tick,749,659,90,-90,152000,151800,15441,267159,285159,OK
265.94,TraderOne,Tick,749,668,81,-90,152000,151800,15304,1635296,285296,OK
266.25,TraderOne,Tick,749,668,81,-81,152000,151800,15304,266396,282596,OK
266.57,TraderOne,Tick,749,668,81,-81,152100,151800,15304,266396,290696,OK
266.72,TraderOne,Tick,749,668,81,-81,152100,151800,15304,266396,290696,OK
266.88,TraderOne,Tick,749,668,81,-81,152100,151800,15304,266396,290696,OK
267.19,TraderOne,Tick,749,668,81,-81,152100,152200,15304,266396,258296,OK
267.35,TraderOne,Tick,749,668,81,-81,152100,152200,15304,266396,258296,OK
267.82,TraderOne,Tick,749,668,81,-81,152100,152200,15304,266396,258296,OK
267.82,TraderOne,Tick,749,668,81,-81,152100,152200,15304,266396,258296,OK
268.13,TraderOne,Tick,749,668,81,-81,152100,152200,15304,266396,258296,OK
268.44,TraderOne,Tick,749,668,81,-81,152100,152200,15304,266396,258296,OK
268.75,TraderOne,Tick,749,668,81,-81,152100,152600,15304,266396,242096,OK
269.07,TraderOne,Tick,749,668,81,-81,152100,152600,15304,266396,242096,OK
269.69,TraderOne,Tick,749,668,81,-81,152100,153000,15304,266396,242096,OK
269.85,TraderOne,Tick,749,668,81,-81,152100,153000,15304,266396,242096,OK
269.85,TraderOne,Tick,749,668,81,-81,152100,153000,15304,266396,242096,OK
270.16,TraderOne,Tick,749,668,81,-81,152200,153000,15304,266396,242096,OK
270.63,TraderOne,Tick,749,668,81,-81,152200,152900,15304,266396,242096,OK
270.63,TraderOne,Tick,749,668,81,-81,152200,152900,15304,266396,242096,OK
271.1,TraderOne,Tick,749,668,81,-81,152300,153000,15304,266396,242096,OK
271.25,TraderOne,Tick,749,668,81,-81,152300,153300,15304,266396,242096,OK
271.88,TraderOne,Tick,749,668,81,-81,152700,153500,15304,266396,242096,OK
272.19,TraderOne,Tick,749,668,81,-81,153000,153600,15304,266396,242096,OK
272.35,TraderOne,Tick,749,668,81,-81,153100,153600,15304,266396,242096,OK
272.35,TraderOne,Tick,749,668,81,-81,153100,153600,15304,266396,242096,OK
272.82,TraderOne,Tick,749,668,81,-81,152800,153600,15304,266396,242096,OK
272.97,TraderOne,Tick,749,668,81,-81,152800,153600,15304,266396,242096,OK
273.28,TraderOne,Tick,749,668,81,-81,152800,153600,15304,266396,242096,OK
273.6,TraderOne,Tick,749,668,81,-81,152600,153600,15304,266396,242096,OK
273.6,TraderOne,Tick,749,668,81,-81,152600,153600,15304,266396,242096,OK
273.91,TraderOne,Tick,749,668,81,-81,152600,153600,15304,266396,242096,OK
274.22,TraderOne,Tick,749,678,71,-71,153800,153600,15151,267549,281749,OK
274.69,TraderOne,Tick,749,678,71,-71,153800,152900,15151,267549,288849,OK
274.69,TraderOne,Tick,749,678,71,-71,153800,152900,15151,267549,288849,OK
275.16,TraderOne,Tick,749,678,71,-71,153800,152700,15151,267549,288849,OK
